    name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,website,latitude,longitude,type_facility,mh,sa,dt,mm,dm,bum,db,rpn,bu,nxn,vtrl,meth,hh,noop,pain,nmoa,moa,ubn,otp,psy,rtcc,rtca,ores,ph,omh,cmhc,msmh,ipt,cft,gt,cbt,dbt,idd,at,ect,tele,saca,trc,smon,smpd,smop,hi,res,phdt,op,rs,rl,rd,od,omb,odt,oit,ort,hid,hit,ct,gh,psyh,vamc,tbg,ih,stg,lccg,ddf,stag,stmh,stdh,hla,jc,carf,ncqa,coa,hfap,np,sf,md,mc,si,pi,mi,smha,swfs,scjj,sef,osf,clf,csbg,cmhg,vaf,fsa,cit,wi,ss,pa,ah,sp,co,vet,adm,mf,cj,se,ad,pw,wn,mn,hv,trma,xa,dv,sed,smi,alz,ptsd,tbi,tay,ped,act,icm,cm,cdm,peer,coot,dec,es,fpsy,hs,imr,ipc,lad,nrt,nsc,prs,stu,sps,semp,sh,tpc,tcc,vrs,adtx,bdtx,cdtx,mdtx,odtx,tgd,ico,gco,fco,mco,twfa,bia,cmi,moti,ang,mxm,crv,relp,bc,chld,yad,adlt,snr,fem,male,du,duo,acc,acm,acu,baba,ccc,cmha,csaa,daut,dp,dsf,dvfp,eih,emp,haec,heoh,hivt,isc,itu,mhs,opc,sae,shg,smhd,ssa,ssd,stdt,ta,taec,tbs,bsdm,nu,mu,bwn,bwon,ub,un,beri,pvtp,pvtn,fqhc,sumh,inpe,rpe,pc,naut,nmaut,acma,pmat,auinpe,aurpe,aupc,dlc,mhiv,mhcv,lfxd,clnd,copsu,daof,mst,noe,ofd,rc,piec,mdet,voc,hav,hbv,audo,cbhc,chlor,drope,fluph,halop,loxap,perph,pimoz,proch,thiot,thior,trifl,aripi,asena,brexp,carip,cloza,ilope,luras,olanz,olanzf,palip,queti,rispe,zipra,crt,emdr,kit,tms,peon,peoff,fg,pcf,pefp,aot,msnh,ipsy,shp,vahc,mmd,antpych,mpep,aim,fed,sotp,dea,mhc,samf,mhpa,hbt,hct,labt,tod,vapn,vapp,vppd,oudo,nx,fx,mws,f17,f19,f25,f28,f30,f31,f35,f36,f37,f4,f42,f43,f47,f66,f67,f70,f81,f92,n24,n40 
Square Medical Group,,884 Washington Street,2nd Floor,East Weymouth,MA,02189,,Norfolk,617-916-5069,,,,http://www.squaremedicalgroup.org,42.2005495,-70.9409802,SU,,1,,,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,,1,,,,,1,,,,,1,1,1,1,,,,,,,,,,,,1,,1,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,1,,,,,,,1,1,1,1,1,,1,,1,,1,,1,,,1,1,,1,1,,,1,1,,1,,1,1,1,1,1,,,,1,1,,,,1,,1,1,1,1,1,,1,1,1,,1,,1,1,1,1,1,1,,,1,,,,,,,1,,,1,1,,,1,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,1,1,,1,,,,,,,,,,,,,,1,,,,
Recovery Centers of America,Danvers,75 Lindall Street,,Danvers,MA,01923,,Essex,978-223-9300,,844-242-7956,,http://www.recoverycentersofamerica.com,42.574774,-70.9439059,SU,,1,1,1,1,1,1,1,1,1,1,1,,,,,1,,1,,,,,,,,,,,,1,,,,,1,1,1,,1,,,1,,1,1,,1,,1,1,1,,,,,,,,,,,,,1,,1,,1,1,,,,,1,1,,,1,,,,,,,,,,,,,,,,1,1,1,,,,,1,,1,1,1,,1,,,,,,,,1,,,,1,,1,,,,,1,,,,1,1,,1,1,,,,1,,1,1,1,1,1,,1,1,1,,1,1,,1,1,1,,1,,,1,1,,1,1,,,1,1,,1,,1,1,1,1,1,1,1,,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,1,1,1,1,,,1,1,1,1,1,1,1,,,1,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,1,,,1,1,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,
MCAT LLC,DBA as Evoke Wellness at Cohasset,1 Chief Justice Cushing Highway,,Cohasset,MA,02025,,Norfolk,781-208-4440,,617-915-3485,,http://www.evokewellnessma.com,42.2390365,-70.8472549,SU,,1,1,1,1,1,1,1,1,1,1,1,,,,,1,,1,,,,,,,,,,,,1,,,,,1,1,1,,1,,,1,,,1,,1,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,1,,,1,1,1,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,,,,,,,,,,1,,1,,,,,1,,1,,1,1,,1,1,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,1,1,,1,1,,,1,1,,1,,1,1,1,1,1,,,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,1,,,1,1,1,,1,,,1,1,,1,1,,1,,1,1,,1,,,,,,,1,1,,,,,
East Point Behavioral Health,,950 Cummings Center,Suite 106-X,Beverly,MA,01915,2722,Essex,877-536-5307,,,,https://www.eastpointbehavioralhealth.com/,42.557701,-70.8880462,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,1,1,1,1,,1,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
East Point Recovery Centers,,950 Cummings Center,Suite 106-X,Beverly,MA,01915,,Essex,855-887-6237,,,,http://www.eastpointrecovery.com,42.557701,-70.8880462,SU,,1,,,,,,1,1,1,1,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,1,,1,,,,,1,,,,,1,1,1,1,,,,,,,,,,,,1,1,1,,1,,,,,,1,1,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,1,,,,,,,1,1,1,,,1,,,1,1,1,,1,,,1,1,,1,1,,,1,1,,1,,,,1,1,,,,,1,1,,,,1,,1,1,,,1,,,1,,,1,,1,1,1,1,,1,,,1,1,1,1,,,1,1,1,1,1,1,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Lahey Health Behavioral Services,Beverly Clinic,800 Cummings Center,Suite 266-T,Beverly,MA,01915,,Essex,978-921-1190,,,,http://www.nebhealth.org,42.5609592,-70.8873378,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,1,1,1,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,,,,,,1,,,,,,1,1,,,,,,,,,,1,,,1,1,,1,,1,1,,,,,,1,,,1,,,,,,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,1,,1,1,1,1,,,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Lahey Health Behavioral Services,Methadone Program,111 Middleton Road,,Danvers,MA,01923,,Essex,978-777-2121 x7677,,978-739-7677,,http://www.bilhbehavioral.org,42.5867649,-70.976738,SU,,1,,1,,,,1,,1,,1,,,,,1,,1,,,,,,,,,,,,1,,,,,1,1,1,,1,,,,,1,,,,,1,,,1,,,,,,,,,,,,1,,1,,,1,,,,,1,1,1,1,1,,,,,,,,,,,1,,,,,1,,1,,,,,,,1,1,,,1,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,1,,,,,1,,,,,,,,1,1,1,1,,1,,1,,,,1,,,1,1,,1,1,,,1,,,1,,,1,1,1,,1,,,1,1,,,,,1,1,,1,1,1,,1,1,1,,1,1,,,,,,,1,,,,,1,1,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,
Mayflower Recovery Center,CSS,362 Middlesex Avenue,,Wilmington,MA,01887,,Middlesex,978-737-7937,,,,http://www.mayflowerrecovery.com,42.5693248,-71.1599371,SU,,1,,,,1,,,1,1,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,1,,1,,1,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,1,,1,,,1,,,,,,1,,,,,,,,,,,,,1,,1,,,,,1,,,,1,1,,1,,,,,1,,,,,,,,1,1,,,1,1,1,1,1,1,,1,,,1,1,,1,1,,,1,,,1,,,1,1,1,1,,,,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,,1,,1,,1,1,,1,,,1,,1,,,,1,1,,1,,1,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Mayflower Recovery Center,Acute Treatment Services/Detox,362 Middlesex Avenue,,Wilmington,MA,01887,,Middlesex,978-737-7937,,978-409-4704,,http://www.mayflowerrecovery.com,42.5693248,-71.1599371,SU,,1,1,,,1,1,,1,1,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,1,,1,,1,1,,,1,,,,,,,,1,1,,,,,,,,,,1,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,,,,,,,,,,1,,1,,,,,1,,1,,1,,,1,1,,,,1,,1,1,1,,1,,1,1,1,,1,1,1,1,1,1,,1,,,1,1,,1,1,,,1,,,1,,,1,1,1,1,,,,1,1,1,,,,1,1,1,1,1,1,1,,1,1,,1,,1,1,,1,,1,,,,,,1,,,1,1,1,,1,1,,,,1,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,,,,,1,,,1,1,,1,,1,,,,,,,,,,,1,,,,,
MENTOR South Bay,,541 Main Street,Suite 303,South Weymouth,MA,02190,1864,Norfolk,781-331-7866,,508-427-5362,,https://mentorsouthbay.com,42.1879521,-70.9560209,SU,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,1,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,1,,,1,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,1,,,,,,,1,1,1,1,1,,,,1,1,,,1,,1,,,,1,1,,,,,,,,1,1,,1,,,,,,,,,,1,1,1,,1,1,,,,,,,,,,,,,,1,,,1,,1,1,,,1,,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,
MENTOR South Bay,,541 Main Street,Suite 303,South Weymouth,MA,02190,1864,Norfolk,781-331-7866,,508-427-5362,,https://mentorsouthbay.com,42.1879521,-70.9560209,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,1,1,1,1,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,,,,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
East Coast Recovery,,215 Chief Justice Cushing Highway,,Cohasset,MA,02025,,Norfolk,781-400-8018,,617-870-0679,,http://www.eastcoastrecovery.com,42.2407926,-70.8305069,SU,,1,,,,1,,1,1,1,1,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,1,,1,,,,,1,,,,,1,1,1,1,,,,,,,,,,,,1,,,,1,,,,,,1,1,,1,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,1,1,,1,1,,,,1,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,,,1,1,,1,1,,,1,1,,1,,1,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,,,1,1,1,,,,1,1,,1,,1,1,1,1,1,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Bridge and Perinatal BH Programs at,South Weymouth,797 Main Street,,South Weymouth,MA,02190,,Norfolk,781-624-5065,,,,http://www.southshorehealth.org,42.1781283,-70.9559682,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,1,,1,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,1,1,,,1,1,,,1,1,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge and Perinatal BH Programs at,South Weymouth,797 Main Street,,South Weymouth,MA,02190,,Norfolk,781-624-5065,,,,http://www.southshorehealth.org,42.1781283,-70.9559682,SU,,1,1,,,1,,,1,1,1,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,,,1,,,,1,1,,,1,,,,,,,,,,,,1,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,1,,1,,,,,1,,1,1,,,1,,1,1,,,,1,1,1,,,,1,,,1,1,,1,1,,,1,1,,1,,1,1,1,1,1,,,,1,1,1,1,,1,1,1,,1,1,,,1,1,,,1,,1,1,1,1,1,,1,,,1,1,1,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
New Life Counseling and Wellness Ctr,,400 North Main Street,,Randolph,MA,02368,,Norfolk,781-986-4800,,,,http://www.newlifecounselingcenter.orgorwww.nlcwc.org,42.1706518,-71.0468416,MH,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,1,,,,1,1,,,,,1,,,,,,1,,1,1,1,,1,,1,,,,,1,,,,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,1,,,,,,,,,,,1,,,,,
DBT Works,,575 Virginia Road,"Building 3, Suite 102",Concord,MA,01742,2761,Middlesex,978-440-2168,,,,http://www.dbtworks.com,42.4672473,-71.302176,MH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Spectrum Health Systems Inc,Weymouth Inpatient,861 Main Street,,South Weymouth,MA,02190,,Norfolk,339-499-4092,,,339-499-7870,http://www.spectrumhealthsystems.org,42.1756832,-70.9561196,SU,,1,,1,,1,,1,1,1,1,1,,,,,1,,1,,,,,,,,,,,,1,,,,,1,1,1,,1,,,1,,,1,1,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,1,1,,1,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,1,,1,,,,,1,,1,,1,,,1,,,,,1,,,,,,,1,1,1,1,,1,1,1,1,1,,,1,,,1,1,1,,1,,,1,1,,1,,,,1,1,1,,1,1,1,1,1,,,,1,1,1,,1,1,1,1,1,1,,1,1,1,1,,1,1,,1,,,1,,1,,,1,1,1,,1,1,,,,1,,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,1,,,,,1,1,,1,,1,,,,,,1,,,,,1,,,,,
Walker Community Counseling,Needham Campus,1968 Central Avenue,,Needham,MA,02492,,Norfolk,781-292-2196,Intakes,781-292-2023,781-898-8720,http://www.walkercares.org,42.2599107,-71.2693706,MH,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,,1,,1,,,,,,,,,1,,,,,,,1,,,,,,1,,,1,1,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,1,,,,,1,,,,,,,,,,,,,,
Riverside OP Center at Norwood,,190 Lenox Street,,Norwood,MA,02062,,Norfolk,781-769-8670,,781-769-8670 x6075,,http://www.riversidecc.org,42.1891546,-71.1983613,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,1,1,,,1,1,1,,,,,,,,,,,1,,,1,1,,1,,,,,,,,1,,,,1,,1,,,1,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,1,,,1,1,,1,1,1,,1,1,1,1,1,1,,,1,,,1,1,,,,1,,,,,,1,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside OP Center at Norwood,,190 Lenox Street,,Norwood,MA,02062,,Norfolk,781-769-8670,,781-769-8670 x6075,,http://www.riversidecc.org,42.1891546,-71.1983613,SU,,1,,,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,,1,,,,,1,,,,,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,1,1,1,,1,,,,,,,,,,,1,,,,,1,,1,,,,,,,,1,1,,1,,,,,,,,,,,,,,1,,,,,1,,,,,1,,1,1,,,,1,,,,,,,1,1,1,1,1,,1,1,1,1,,,1,,1,,1,,1,1,,,1,,,,,1,1,1,,,,,,,1,,,,1,,1,,1,1,,,,,,,1,,1,,1,1,1,,1,,1,,,,,,,1,,,1,1,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Residential Treatment Ctr,,27 Winter Street,,Natick,MA,01760,,Middlesex,508-655-6400 x204,,508-655-6400 x200,,http://www.brandonschool.org,42.3193149,-71.3380406,MH,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,1,1,1,1,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,1,1,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,1,,,,,,1,,,,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
First Class Behavioral Counseling,,1017 Turnpike Street,Unit 32-A,Canton,MA,02021,,Norfolk,781-236-7343,,,,http://www.firstclassbehavioral.com,42.1489503,-71.1051624,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,1,,1,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,1,,,,,,1,1,,,,1,,,,,,1,,1,1,1,1,1,,1,1,,,1,1,1,1,,,1,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,1,1,1,,1,1,,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
New England Medical Group LLC,,600 Cordwainer Drive,Unit 101,Norwell,MA,02061,,Plymouth,239-290-7297,,,,http://www.newenglandmedicalgroup.com,42.1638363,-70.8823394,SU,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,1,,1,,,,,1,,,,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,1,1,,1,1,1,1,1,1,,1,,,1,1,,1,1,,,1,,,1,,,1,1,1,,,,,1,1,,,,,,1,,,1,1,,1,1,,,1,,,,,,,1,,,,,1,,,,1,1,,1,,,,,,,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Riverbend/Formerly Lowell House Inc,Mens Recovery Home,365 East Street,Building 34,Tewksbury,MA,01876,,Middlesex,978-459-3371 x201,,978-459-3371,,http://www.riverbendmv.org,42.6116532,-71.2084272,SU,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,1,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,1,,,,,1,,,,,,,1,1,1,,,1,,1,1,1,,,1,,,1,1,,,1,,,1,,,1,,,1,1,1,,,,1,1,1,,,,,1,1,1,1,1,1,,,1,,,,,,,,,,,1,,,,,1,,,1,,1,,1,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Justice Resource Institute Inc,Merrimack Center,365 East Street,Special Building,Tewksbury,MA,01876,,Norfolk,978-851-0790 x38652,,978-851-0790,,http://www.jri.org,42.6116532,-71.2084272,MH,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,1,1,1,,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,1,,,,,1,,1,,1,1,1,,,,,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,1,,,,1,,1,1,,1,1,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Conexiones Integrated Acute Treatment,Clinical Stabilization Services,365 East Street,Saunders Building,Tewksbury,MA,01876,,Middlesex,617-445-1123,,,,http://www.casaesperanza.org,42.6116532,-71.2084272,SU,,1,1,,,1,1,1,1,1,1,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,1,,1,,1,1,,,1,,1,,,,,,1,1,,,,,,,,,,1,1,1,,1,1,1,1,1,,,1,1,1,,,,,,,,,,,,1,,,,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,,,,1,,,,1,,1,,,,,1,,1,,1,,,1,1,,,,1,,1,1,1,1,1,,1,1,,,1,1,1,1,1,1,1,1,,,1,1,,1,1,,,1,1,,1,,,1,1,1,,,1,,1,1,,,1,1,1,1,1,1,1,,,1,1,1,,1,,1,1,1,1,1,,1,,1,1,1,,,,1,1,1,1,,1,1,1,1,1,1,1,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,1,,1,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
